PMID	Relationship_Count	Relationships
9500201	2	NFKB1->MMP9(Unknown); RELA->MMP9(Unknown)
9500554	1	PAX3->MITF(Unknown)
9500973	2	NFKBIA->NFKB1(Activation); NFKBIA->RELA(Activation)
9502786	2	ATF2->JUN(Activation); JUN->JUN(Activation)
9510963	1	CREM->LDHC(Unknown)
9512462	1	SP1->IVL(Unknown)
9516466	3	NFKB1->IL6(Unknown); RBPJ->IL6(Unknown); RELA->IL6(Unknown)
9516472	3	SP1->ID4(Repression); SP3->ID4(Repression); USF1->ID4(Unknown)
9516823	1	MYCN->ABCC1(Unknown)
9528985	1	SP1->FOS(Unknown)
9545244	3	PAX5->CD79A(Activation); PAX5->LEF1(Activation); PAX5->MYCN(Activation)
9547356	2	NFKB1->ADORA1(Activation); RELA->ADORA1(Activation)
9551976	1	STAT1->CIITA(Unknown)
9553065	1	ONECUT1->PROC(Activation)
9556563	1	WT1->CIAO1(Repression)
9558063	1	STAT4->IFNG(Unknown)
9558404	1	GATA2->PRG2(Repression)
9560267	1	EP300->NFKB1(Unknown)
9562250	2	NF1->FOS(Activation); NF1->MYC(Activation)
9566900	2	CEBPB->TNF(Unknown); JUN->TNF(Unknown)
9569031	1	EWSR1->ATF1(Unknown)
9570357	1	MYCN->IFNG(Unknown)
9571207	1	HLF->DBP(Activation)
9572397	1	VHL->VEGFA(Unknown)
9572487	2	ETS2->ICAM1(Activation); ETV5->ICAM1(Activation)
9574539	2	SP1->C4A(Unknown); SP1->C4B(Unknown)
9580699	1	SP1->TGFB1(Activation)
9582375	2	HNF1A->LCT(Activation); HOXC11->LCT(Unknown)
9582429	1	SP1->SRY(Unknown)
9584162	2	E2F1->CCND1(Unknown); E2F4->CCND1(Unknown)
9591631	1	CTCF->MYC(Unknown)
9593745	3	IRF1->CYBB(Activation); IRF8->CYBB(Activation); SPI1->CYBB(Activation)
9595399	1	ETS1->ECE1(Activation)
9600954	2	CIITA->HLA-DMB(Activation); CIITA->HLA-DRA(Activation)
9602135	2	POU3F2->DDC(Unknown); POU5F1->DDC(Unknown)
9610618	3	EGR1->IGF2(Unknown); EGR2->IGF2(Unknown); SP1->IGF2(Unknown)
9610763	2	SP1->LCAT(Unknown); SP3->LCAT(Unknown)
9611253	1	ARNT->CTSD(Unknown)
9619832	2	TP53->BRCA1(Repression); TP53->BRCA2(Repression)
9620167	4	FOS->PTGS2(Activation); JUN->PTGS2(Activation); JUNB->PTGS2(Activation); JUND->PTGS2(Activation)
9626663	2	ESR1->RARA(Activation); SP1->RARA(Activation)
9632673	4	IRF1->PSMB9(Unknown); IRF1->TAP1(Unknown); STAT1->PSMB9(Unknown); STAT1->TAP1(Unknown)
9632776	3	CEBPA->CSF1(Unknown); RUNX1->CSF1(Unknown); SPI1->CSF1(Unknown)
9632793	1	ATF1->LDHA(Unknown)
9642277	1	STAT4->IFNG(Unknown)
9644240	2	POU2F1->SNAPC1(Unknown); SP1->SNAPC1(Unknown)
9645455	1	TP53->MDM2(Activation)
9645961	1	NFYB->TPH1(Activation)
9650586	1	HDAC1->PCNA(Repression)
9651310	1	EP300->CREBBP(Unknown)
9651321	3	FOS->CSTA(Unknown); JUN->CSTA(Unknown); JUND->CSTA(Unknown)
9651398	1	KLF4->CYP1A1(Unknown)
9662337	1	YY1->HBE1(Unknown)
9665477	1	TCF3->INS(Unknown)
9668098	1	ETS1->FGFBP1(Unknown)
9671466	7	RB1->CDKN1A(Repression); RB1->DHFR(Repression); RB1->E2F1(Repression); RB1->E2F2(Repression); RB1->MYC(Repression); RB1->PCNA(Repression); RB1->RBL1(Repression)
9677331	1	USF1->GCK(Activation)
9677435	1	ETS2->CHRNE(Activation)
9679762	2	NFKB1->MMP9(Unknown); RELA->MMP9(Unknown)
9686563	1	STAT6->FCER2(Activation)
9687155	1	VDR->CYP24A1(Repression)
9689663	1	VHL->VEGFA(Unknown)
9690204	1	JUN->REN(Unknown)
9690620	1	ELK1->PDGFB(Unknown)
9694711	1	BCL3->MYB(Unknown)
9694713	2	POU2F1->VCAM1(Repression); POU2F1->VWF(Repression)
9694812	2	NR3C1->ATP1B1(Repression); NR3C2->ATP1B1(Repression)
9698073	1	AHR->CYP1A1(Unknown)
9698090	2	NFKB1->CXCL8(Unknown); RELA->CXCL8(Unknown)
9704017	1	CREB1->MSMB(Unknown)
9706399	2	CEBPA->S100A9(Activation); CEBPB->S100A9(Activation)
9709914	2	THRA->CGA(Unknown); THRB->CGA(Unknown)
9710587	1	CREG1->HSPA4(Repression)
9710625	4	ATF2->FASLG(Unknown); ATF2->MAP3K1(Unknown); JUN->FASLG(Unknown); JUN->MAP3K1(Unknown)
9712833	1	RELA->NOS2(Unknown)
9716591	1	SP1->F7(Unknown)
9723176	3	JUN->LDHA(Activation); MYC->LDHA(Activation); SP1->LDHA(Activation)
9724731	1	HDAC1->E2F1(Repression)
9725221	1	NFKB1->HLA-F(Unknown)
9729303	2	EGR1->GDNF(Unknown); NFKB1->GDNF(Unknown)
9731508	1	JUN->MGMT(Unknown)
9731700	2	USF1->CTSD(Activation); USF2->CTSD(Activation)
9733767	1	ELF3->SPRR1A(Unknown)
9733827	18	NFKB1->CD40(Activation); NFKB1->CD58(Activation); NFKB1->EBI3(Activation); NFKB1->FAS(Activation); NFKB1->ICAM1(Activation); NFKB1->TRAF1(Activation); NFKBIA->CD40(Repression); NFKBIA->CD58(Repression); NFKBIA->EBI3(Repression); NFKBIA->FAS(Repression); NFKBIA->ICAM1(Repression); NFKBIA->TRAF1(Repression); RELA->CD40(Activation); RELA->CD58(Activation); RELA->EBI3(Activation); RELA->FAS(Activation); RELA->ICAM1(Activation); RELA->TRAF1(Activation)
9734357	2	ELK4->FOS(Activation); SRF->FOS(Activation)
9736732	1	TP53->CD82(Activation)
9737979	2	NFKB1->IL2(Unknown); RELA->IL2(Unknown)
9738017	1	WT1->PAX2(Repression)
9742933	3	CREB1->IL5RA(Unknown); CREM->IL5RA(Unknown); JUN->IL5RA(Unknown)
9743209	1	JUN->TNFRSF1B(Activation)
9743233	2	CEBPA->MSR1(Unknown); JUN->MSR1(Unknown)
9748140	1	E2F1->TYMS(Activation)
9748294	2	USF1->TOP3A(Activation); YY1->TOP3A(Activation)
9756895	1	YY1->CTCF(Activation)
9760243	2	ATF2->APOC3(Activation); JUN->APOC3(Activation)
9762895	3	ETS1->SQSTM1(Unknown); NFKB1->SQSTM1(Unknown); SP1->SQSTM1(Unknown)
9765209	2	SMAD3->SERPINE1(Activation); SMAD4->SERPINE1(Activation)
9765312	1	NF1->MBP(Unknown)
9765424	1	CREB1->CD4(Unknown)
9770531	1	VHL->CA12(Unknown)
9770645	1	SP1->PDE6A(Unknown)
9774437	4	SP1->TCN2(Unknown); SP3->TCN2(Unknown); USF1->TCN2(Unknown); USF2->TCN2(Unknown)
9774680	3	NR5A1->AMH(Unknown); SF1->AMH(Unknown); SOX9->AMH(Unknown)
9776360	2	FOS->NOS2(Repression); JUN->NOS2(Repression)
9784496	1	WT1->U2AF2(Unknown)
9788252	2	SP1->LPL(Unknown); SP3->LPL(Activation)
9792724	3	HNF4A->AFP(Activation); HNF4A->HNF1A(Unknown); HNF4G->AFP(Activation)
9794469	1	ESR1->F12(Activation)
9794472	1	ETV4->MMP1(Unknown)
9797456	5	BIN1->MYC(Unknown); MAX->MYC(Unknown); RBL1->MYC(Unknown); TBP->MYC(Unknown); YY1->MYC(Unknown)
9809417	1	HIRA->PLB1(Repression)
9819382	2	GATA3->ALDH1A2(Unknown); TAL1->ALDH1A2(Activation)
9819401	1	PML->EGFR(Repression)
9819402	2	NFATC1->EGR3(Unknown); NFATC2->EGR3(Unknown)
9822660	2	ERF->PRL(Repression); POU1F1->PRL(Unknown)
9826722	1	PAX1->PDGFRA(Unknown)
9827656	1	CREB1->TRH(Unknown)
9834219	1	SP1->KIT(Unknown)
9840284	2	NFKB1->CCR5(Unknown); RELA->CCR5(Unknown)
9841227	1	STAT1->APP(Unknown)
9841868	2	STAT5A->CEL(Unknown); STAT5B->CEL(Unknown)
9843964	2	SMAD3->COL7A1(Unknown); SMAD4->COL7A1(Unknown)
9851700	4	CREM->PLAT(Unknown); JUN->PLAT(Unknown); JUND->PLAT(Unknown); SP1->PLAT(Unknown)
9856765	1	PAX6->KRT12(Unknown)
9857074	1	CEBPZ->GZMB(Unknown)
9858609	1	TP53->MDM2(Activation)
9858618	1	CIITA->CREBBP(Unknown)
9865727	1	AHR->CYP1A1(Activation)
9867825	1	ETS1->FOXD1(Unknown)
9867853	2	NFKB1->F3(Unknown); RELA->F3(Unknown)
9867862	1	SPI1->CXCR1(Activation)
9867871	2	EGR1->SOD1(Activation); SP1->SOD1(Activation)
9869450	2	NFKB1->FGF7(Unknown); RELA->FGF7(Unknown)
9872397	1	SP1->ME1(Unknown)
9875228	1	SP1->CYP7A1(Unknown)
9878257	2	GTF3A->RAD51B(Unknown); TP53->RAD51B(Unknown)
9878621	3	NFKB1->IL1B(Activation); RELA->IL1B(Activation); SUGP1->IL1B(Activation)
9880489	2	USF1->APOA2(Unknown); USF2->APOA2(Unknown)
9880562	1	TFAP2A->PVR(Unknown)
9880563	2	ELK1->MCL1(Unknown); SRF->MCL1(Unknown)
9888295	2	RELA->ICAM1(Activation); STAT1->ICAM1(Activation)
9889002	3	ELF3->SPRR3(Unknown); FOS->SPRR3(Unknown); JUN->SPRR3(Unknown)
9916712	1	IRF1->CIITA(Unknown)
9916895	5	CEBPA->ICAM1(Unknown); NFKB1->ICAM1(Activation); NFKB1->TNF(Unknown); RELA->ICAM1(Activation); RELA->TNF(Unknown)
9916932	1	WT1->PAX2(Repression)
9916993	2	ABL1->CDKN1A(Activation); TP53->CDKN1A(Activation)
9926942	1	BRCA1->CDKN1A(Unknown)
9933644	1	EGR1->FN1(Activation)
9973374	1	IRF1->PIGR(Unknown)
9988683	1	EGR1->PTP4A1(Unknown)
9988737	2	FOS->SPI1(Repression); JUN->SPI1(Activation)
9989795	2	MYB->COL1A1(Activation); MYB->COL1A2(Activation)
9989812	1	PAWR->BCL2(Repression)
9990039	1	NFKBIA->ICAM1(Repression)
9990314	1	STAT1->ICAM1(Activation)
10022128	1	MYC->TERT(Activation)
10022513	3	ERG->HMOX1(Unknown); ETS1->HMOX1(Unknown); FLI1->HMOX1(Unknown)
10022869	2	SMAD3->JUN(Unknown); SMAD4->JUN(Unknown)
10022897	2	NFKB1->FAS(Unknown); SP1->FAS(Unknown)
10023675	1	LYL1->NFKB1(Repression)
10023678	2	STAT1->CDKN1A(Activation); STAT3->CDKN1A(Activation)
10029407	6	TP53->ABCB1(Repression); TP53->CTSD(Activation); TP53->EGFR(Activation); TP53->FGF2(Repression); TP53->MMP2(Activation); TP53->THBS1(Activation)
10030670	3	E2F1->CDKN1A(Activation); E2F3->CDKN1A(Activation); HBP1->CDKN1A(Repression)
10030686	1	YY1->NR3C1(Unknown)
10037443	10	ESR1->CHAT(Unknown); ESR1->CTSD(Unknown); ESR1->FOS(Unknown); ESR1->JUN(Unknown); ESR1->TFF1(Unknown); ESR2->CHAT(Unknown); ESR2->CTSD(Unknown); ESR2->FOS(Unknown); ESR2->JUN(Unknown); ESR2->TFF1(Unknown)
10037697	2	ETS1->F13A1(Unknown); GATA1->F13A1(Unknown)
10049733	2	NFKB1->CCL13(Unknown); RELA->CCL13(Unknown)
10051488	2	FOSB->TIMP1(Unknown); JUND->TIMP1(Unknown)
10064132	1	POU2F1->HIST2H2BE(Unknown)
10064725	1	CEBPA->VLDLR(Unknown)
10066431	4	ETS1->WAS(Unknown); MYB->WAS(Unknown); SP1->WAS(Unknown); SPI1->WAS(Unknown)
10068671	9	STAT1->IL2RA(Unknown); STAT1->IRF1(Unknown); STAT1->PIM1(Unknown); STAT3->IL2RA(Unknown); STAT3->IRF1(Unknown); STAT3->PIM1(Unknown); STAT4->IL2RA(Unknown); STAT4->IRF1(Unknown); STAT4->PIM1(Unknown)
10070102	1	RARA->SFTPB(Unknown)
10073575	2	FOXA1->TFF1(Unknown); FOXA2->TFF1(Unknown)
10073956	1	PPARG->SERPINE1(Unknown)
10074115	4	NFKB1->IFNB1(Activation); NFKBIA->IFNB1(Repression); NFKBIB->IFNB1(Repression); RELA->IFNB1(Activation)
10075672	2	ATF1->CFTR(Activation); CUX1->CFTR(Unknown)
10076995	1	AR->CDKN1A(Activation)
10079079	1	ILF3->HLA-DRA(Repression)
10079106	2	NFKB1->TNF(Activation); RELA->TNF(Activation)
10080875	2	NFKB1->IL1B(Unknown); RELA->IL1B(Unknown)
10080955	2	MITF->TYR(Activation); MITF->TYRP1(Activation)
10082137	3	NFIC->COL1A1(Unknown); SP1->COL1A1(Unknown); SP3->COL1A1(Unknown)
10082538	1	SMARCA4->FOS(Repression)
10082553	1	UBTF->TAF1B(Unknown)
10085123	2	CREBBP->PCK2(Unknown); NFIA->PCK2(Unknown)
10086338	2	NFKB1->COL7A1(Unknown); RELA->COL7A1(Unknown)
10091149	1	SP1->COL1A1(Unknown)
10092659	2	NFKB1->ICAM1(Activation); RELA->ICAM1(Activation)
10094831	1	SP1->KRT18(Unknown)
10101800	8	TP53->BAX(Activation); TP53->CDKN1A(Activation); TP53->FAS(Activation); TP53->IGFBP3(Activation); TP53->SFN(Activation); TP53->THBS1(Activation); TP53->TNFRSF10B(Activation); TP53->TP53I3(Activation)
10189987	1	VHL->VEGFA(Unknown)
10194443	1	FLI1->GP9(Activation)
10196224	1	BRCA1->CDKN1A(Unknown)
10197586	1	PAX5->RB1(Unknown)
10200487	1	RB1->MYC(Repression)
10201951	2	NFKB1->COL1A2(Repression); RELA->COL1A2(Repression)
10202014	3	IRF1->CIITA(Unknown); STAT1->CIITA(Unknown); USF1->CIITA(Unknown)
10211993	1	ETS1->PLAU(Unknown)
10212217	1	NR3C1->SCNN1A(Unknown)
10212281	3	ETS1->IL5(Activation); ETS2->IL5(Activation); GATA3->IL5(Activation)
10218980	4	FOS->OXTR(Unknown); GABPA->OXTR(Unknown); GABPB1->OXTR(Unknown); JUN->OXTR(Unknown)
10224156	1	SP1->SMPD1(Activation)
10227974	2	NFKB1->IL18(Unknown); RELA->IL18(Unknown)
10228026	1	RELA->ICAM1(Unknown)
10229837	5	MYC->CXCR4(Activation); USF1->CXCR4(Activation); USF2->CXCR2(Activation); USF2->CXCR4(Activation); YY1->CXCR4(Repression)
10233904	2	ELF1->CYBB(Unknown); SPI1->CYBB(Unknown)
10318823	1	JUN->TNF(Activation)
10318878	2	YY1->FDPS(Unknown); YY1->LDLR(Unknown)
10318916	1	LEF1->CCND1(Unknown)
10319325	2	EGR1->LHB(Activation); NR5A1->LHB(Activation)
10327058	1	TP53->CDKN1A(Activation)
10327059	1	TP53->GADD45A(Unknown)
10328874	1	HSF1->IL1B(Repression)
10329350	1	CIITA->HLA-A(Activation)
10329730	1	FOXE1->TPO(Unknown)
10329846	3	NFKB1->IL6(Activation); RBPJ->IL6(Activation); RELA->IL6(Activation)
10329958	2	NFKB1->VCAM1(Activation); RELA->VCAM1(Activation)
10330134	3	RFX1->IL5RA(Unknown); RFX2->IL5RA(Unknown); RFX3->IL5RA(Unknown)
10336433	1	RFX1->PCNA(Repression)
10341006	2	ATF1->CGA(Unknown); CREB1->CGA(Unknown)
10342828	3	ESR1->ABCG2(Unknown); NFKB1->ABCG2(Activation); RELA->ABCG2(Activation)
10342835	1	SP1->IGFBP4(Unknown)
10347098	1	ELF2->TEK(Activation)
10348347	4	FOS->TP53(Unknown); JUN->TP53(Unknown); NFKB1->TP53(Unknown); RELA->TP53(Unknown)
10348353	1	MYCN->ABCC1(Activation)
10354480	1	OTX2->RBP3(Activation)
10356361	2	PML->CDKN1A(Activation); RARA->CDKN1A(Activation)
10358095	2	ETS1->MMP3(Unknown); ETS2->MMP3(Unknown)
10358173	1	STAT4->IRF1(Unknown)
10359016	2	NFKB1->MMP9(Activation); RELA->MMP9(Activation)
10359656	1	AHR->CYP1A1(Unknown)
10360378	1	GATA1->WT1(Unknown)
10361124	2	RARA->PLAU(Unknown); SP1->PLAU(Unknown)
10362515	3	SP1->BTK(Unknown); SP3->BTK(Unknown); SPI1->BTK(Unknown)
10364072	1	STAT6->SELP(Activation)
10369069	1	JUN->ABCB1(Activation)
10372988	1	OTX2->RBP3(Activation)
10381170	1	NRF1->CXCR4(Activation)
10383163	1	CEBPB->IL1B(Unknown)
10385645	3	IRF1->CCL5(Unknown); IRF3->CCL5(Unknown); IRF7->CCL5(Unknown)
10391682	2	STAT3->IL6(Activation); STAT3->OSM(Activation)
10392899	2	EGR1->ABCB1(Unknown); WT1->ABCB1(Unknown)
10393088	1	USF2->PDX1(Activation)
10393213	2	SREBF1->CETP(Unknown); YY1->CETP(Unknown)
10403485	3	CREB1->JUN(Unknown); MEF2A->JUN(Unknown); NFIC->JUN(Unknown)
10406465	1	VDR->PRL(Unknown)
10406964	5	FOS->CLU(Repression); FOSL1->CLU(Unknown); FOSL2->CLU(Unknown); JUNB->CLU(Unknown); JUND->CLU(Unknown)
10409662	2	CREM->TAF4(Unknown); CREM->TBP(Unknown)
10409739	2	SREBF1->PPARG(Unknown); SREBF2->PPARG(Unknown)
10409765	2	NFKB1->CCND1(Unknown); RELA->CCND1(Activation)
10411324	2	ESR1->OXT(Unknown); ESR2->OXT(Unknown)
10419022	1	TFAP2A->HSD17B1(Unknown)
10421804	2	JUN->GJA1(Activation); SP1->GJA1(Activation)
10426567	1	PDX1->INS(Unknown)
10428483	1	TFAP2A->GPX4(Unknown)
10428853	3	HNF1A->NT5E(Unknown); LEF1->NT5E(Unknown); SP1->NT5E(Unknown)
10433370	1	STAT1->PTGS2(Unknown)
10434034	1	USF2->ATP5F1A(Activation)
10435592	2	CREB1->NF1(Unknown); SP1->NF1(Unknown)
10435618	1	ETS1->PARP1(Repression)
10436859	2	EGR1->ALOX5(Unknown); SP1->ALOX5(Unknown)
10438459	1	ETS1->MGAT5(Unknown)
10438731	2	GATA1->PRG2(Activation); GATA2->PRG2(Repression)
10446187	1	HIF1A->TFRC(Unknown)
10446188	1	HIF1A->TFRC(Unknown)
10446206	1	SP1->PSEN1(Unknown)
10446910	2	ESR1->E2F1(Unknown); SP1->E2F1(Unknown)
10446911	2	GATA4->AMH(Unknown); NR5A1->AMH(Unknown)
10446912	1	TFAP2A->CYP11A1(Unknown)
10448078	2	SP1->ODC1(Unknown); ZNF148->ODC1(Unknown)
10453008	7	CEBPA->CSF3R(Activation); CEBPA->IL3(Unknown); CEBPA->IL5(Unknown); CEBPB->CSF3R(Activation); CEBPB->IL3(Unknown); CEBPB->IL5(Unknown); SPI1->CSF3R(Unknown)
10454561	1	NFKB1->NFKBIA(Unknown)
10454570	2	ATF2->PLAU(Unknown); JUN->PLAU(Unknown)
10455131	3	TFCP2->A2M(Unknown); TFCP2->FGA(Unknown); TFCP2->WT1(Unknown)
10455139	1	SREBF2->MTTP(Repression)
10455153	2	CEBPB->PRL(Unknown); CEBPD->PRL(Unknown)
10464245	3	ATF2->CCND1(Activation); NFKB1->CCND1(Activation); RELA->CCND1(Activation)
10464281	1	STAT3->MYC(Unknown)
10469356	1	REL->CCL2(Activation)
10469568	2	TP53->MDM2(Unknown); TP73->MDM2(Unknown)
10470095	1	WT1->MYCN(Repression)
10471035	4	FOS->PLAUR(Unknown); FOSL1->PLAUR(Unknown); JUN->PLAUR(Unknown); JUND->PLAUR(Unknown)
10471826	1	ATF2->FN1(Unknown)
10473624	1	CEBPB->STAR(Unknown)
10477683	1	MYB->ANPEP(Unknown)
10477716	2	NFKB1->CXCL8(Unknown); RELA->CXCL8(Unknown)
10478842	1	AHR->FOS(Unknown)
10480634	2	NFKB1->CD69(Unknown); RELA->CD69(Unknown)
10485470	1	SP3->CDKN1A(Unknown)
10487759	4	SNAI1->CXADR(Repression); SNAI2->CXADR(Repression); ZEB1->CXADR(Repression); ZEB2->CXADR(Repression)
10487760	1	HDAC9->MYEF2(Repression)
10490621	1	NFIC->CYP1A1(Repression)
10491186	4	FOSL2->IL5(Unknown); JUND->IL5(Unknown); POU2F1->IL5(Unknown); POU2F2->IL5(Unknown)
10494028	1	PPARA->APOC3(Repression)
10498899	1	IRF1->SLPI(Unknown)
10499530	1	WT1->IGF1R(Repression)
10499591	1	TP53->CDKN1A(Activation)
10500157	1	JUN->CCND1(Activation)
10502302	1	SP1->TK1(Activation)
10505791	1	YY1->TP53(Unknown)
10506168	4	CREB1->MMP2(Unknown); ETV4->MMP2(Unknown); SP1->MMP2(Unknown); TFAP2A->MMP2(Unknown)
10506225	6	ATF2->CDKN1A(Unknown); JUNB->CDKN1A(Unknown); JUND->CDKN1A(Unknown); SMAD2->CDKN1A(Unknown); SMAD3->CDKN1A(Unknown); SP1->CDKN1A(Unknown)
10506755	2	NFKB1->CXCL8(Activation); RELA->CXCL8(Activation)
10508522	4	ETS1->TGFBR2(Unknown); EWSR1->TGFBR2(Repression); FLI1->TGFBR2(Activation); FLI1->TGFBR2(Repression)
10510368	2	EGR1->CD28(Unknown); SP1->CD28(Unknown)
10510472	2	ETS1->TP53(Unknown); ETS2->TP53(Unknown)
10514450	1	NR1H4->FABP6(Activation)
10518804	1	ATF2->POLB(Activation)
10518827	1	YY1->IL5(Activation)
10520459	3	CREB1->ADRA1A(Unknown); SP1->ADRA1A(Unknown); TFAP2A->ADRA1A(Unknown)
10520861	1	SREBF1->FASN(Unknown)
10522058	1	TP53->CDKN1A(Activation)
10523037	2	MEN1->CDKN1B(Activation); MEN1->CDKN2C(Repression)
10523670	4	HDAC4->JUN(Activation); HDAC4->JUN(Repression); MEF2C->JUN(Activation); MEF2C->JUN(Repression)
10523830	2	GATA1->FLI1(Unknown); SPI1->FLI1(Unknown)
10527846	1	MAFF->OXTR(Unknown)
10528225	2	ENO1->MYC(Unknown); YY1->MYC(Unknown)
10530453	6	NFKB1->CCL2(Activation); NFKB1->CXCL1(Activation); NFKB1->CXCL8(Activation); RELA->CCL2(Activation); RELA->CXCL1(Activation); RELA->CXCL8(Activation)
10531348	1	TP53->CHEK2(Repression)
10533284	1	ETS1->CR1(Unknown)
10540320	2	ATF1->IL10(Activation); CREB1->IL10(Activation)
10542237	5	CREBBP->PPARA(Unknown); JUN->IL6(Unknown); JUN->PPARA(Unknown); RELA->IL6(Unknown); RELA->PPARA(Unknown)
10542244	4	ATF1->BCL2(Unknown); CREB1->BCL2(Unknown); ESR1->BCL2(Unknown); SP1->BCL2(Unknown)
10542249	2	CEBPA->ALB(Unknown); CEBPB->ALB(Unknown)
10542271	1	SP1->CDKN1B(Unknown)
10542290	1	SPI1->NSFL1C(Unknown)
10545951	1	NEUROD1->INS(Unknown)
10547578	1	AR->KLK3(Activation)
10548544	1	USF1->CCNB1(Unknown)
10551799	2	NFKB1->TNF(Unknown); RELA->TNF(Unknown)
10552928	1	SP1->RECQL4(Unknown)
10553096	2	NFKB1->VCAM1(Unknown); RELA->VCAM1(Unknown)
10554042	1	ETS1->FLT1(Unknown)
10557076	2	IRF1->CIITA(Activation); IRF2->CIITA(Activation)
10557089	3	ELF1->BRCA2(Unknown); USF1->BRCA2(Unknown); USF2->BRCA2(Unknown)
10557285	1	SMAD3->SERPINE1(Unknown)
10558875	1	STAT1->EGFR(Unknown)
10559222	2	SMAD3->SMAD7(Unknown); SMAD4->SMAD7(Unknown)
10559267	2	TP53->BAX(Unknown); TP53->CDKN1A(Unknown)
10563836	2	SP1->MPG(Unknown); TFAP2A->MPG(Unknown)
10566557	4	TP53->BAX(Activation); TP53->CDKN1A(Activation); TP53->GADD45A(Activation); TP53->MDM2(Activation)
10567373	1	PDX1->INS(Unknown)
10567398	1	SPI1->P2RY10(Unknown)
10567574	1	TCF3->INS(Unknown)
10569470	1	MSX2->BGLAP(Repression)
10570299	3	IRF1->NCF2(Activation); IRF8->NCF2(Activation); SPI1->NCF2(Activation)
10570957	1	SP3->SOCS3(Unknown)
10574717	1	ERG->ICAM2(Unknown)
10580097	1	YY1->TDO2(Unknown)
10580145	2	SP1->TGM4(Unknown); SP3->TGM4(Unknown)
10581162	2	SP1->VEGFA(Activation); VHL->VEGFA(Repression)
10585419	2	ATF1->GABPA(Unknown); CREB1->GABPA(Unknown)
10585866	1	STAT1->IVL(Repression)
10585868	1	PDX1->INS(Unknown)
10586028	2	NFKB1->CD86(Unknown); RELA->CD86(Unknown)
10586089	3	NFKB1->CCL11(Unknown); RELA->CCL11(Unknown); STAT6->CCL11(Unknown)
10587587	1	MITF->TYR(Unknown)
10589685	2	TFAP2A->MMP2(Unknown); YBX1->MMP2(Unknown)
10590070	1	MYB->CCNA1(Activation)
10597187	1	YBX1->TOP2A(Unknown)
10597242	1	TP53->CDKN1A(Activation)
10601358	2	BCL6->IRF4(Repression); STAT6->IRF4(Unknown)
10601637	1	PAX4->INS(Unknown)
10606246	3	EGR1->IGF2(Unknown); SP1->IGF2(Unknown); WT1->IGF2(Unknown)
10606272	1	SF1->U2AF2(Unknown)
10612627	1	SP1->FMR1(Unknown)
10618379	1	TP53->GDF15(Activation)
10618716	3	ETS1->TNC(Unknown); ETS2->TNC(Unknown); SP1->TNC(Unknown)
10618724	1	EP300->PCNA(Repression)
10620335	2	ESR1->AHR(Unknown); ESRRA->AHR(Unknown)
10626815	2	NRF1->GALNT3(Unknown); TFAP2A->GALNT3(Unknown)
10628750	2	NFKB1->AGT(Unknown); RELA->AGT(Unknown)
10629048	2	CEBPB->TNF(Unknown); CEBPD->TNF(Unknown)
10629091	1	RARA->RARB(Activation)
10630630	2	NFKB1->CFI(Activation); RELA->CFI(Activation)
10634504	2	NF1->TP53(Activation); YY1->TP53(Activation)
10634806	2	PPARA->LPL(Activation); PPARD->LPL(Activation)
10637317	2	MYC->TERT(Unknown); SP1->TERT(Unknown)
10640675	1	REST->GRIN1(Repression)
10640692	1	TFAP2B->DRD1(Unknown)
10644332	1	SP1->CCL2(Activation)
10644769	2	SP1->ABCB1(Activation); YBX1->ABCB1(Activation)
10645007	2	TFAP2B->ERBB2(Unknown); TFAP2C->ERBB2(Unknown)
10646861	1	PLAG1->IGF2(Activation)
10646863	1	UHRF1->TOP2A(Unknown)
10648798	2	TFAP2A->CGA(Unknown); TFAP2A->CGB3(Unknown)
10649433	6	SP1->CDKN1A(Unknown); SP1->CDKN2A(Unknown); SP1->CDKN2B(Unknown); SP3->CDKN1A(Unknown); SP3->CDKN2A(Unknown); SP3->CDKN2B(Unknown)
10649441	2	NFKB1->FN1(Activation); RELA->FN1(Activation)
10649448	1	CEBPD->PPARG(Activation)
10650939	2	CREB1->HPGD(Unknown); ETS1->HPGD(Unknown)
10652194	2	MEF2A->TNNI3(Unknown); SP1->TNNI3(Unknown)
10652351	1	YY1->CFTR(Activation)
10652362	1	TFAP2A->CFTR(Unknown)
10655108	1	ETV4->ERBB2(Repression)
10657616	5	ETS2->IL12B(Unknown); IRF1->IL12B(Unknown); NFKB1->IL12B(Unknown); REL->IL12B(Unknown); RELA->IL12B(Unknown)
10657944	2	STAT6->ALOX12(Unknown); STAT6->ALOX15(Unknown)
10660576	2	MYBL1->NCL(Unknown); MYBL2->NCL(Unknown)
10666449	2	APEX1->CD19(Activation); PAX5->CD19(Unknown)
10669650	2	SP1->CETP(Repression); SP3->CETP(Repression)
10671224	2	NFKB1->FASLG(Unknown); RELA->FASLG(Unknown)
10671503	1	EGR1->NFKB1(Unknown)
10677505	1	SPI1->PRTN3(Unknown)
10681589	1	ENO1->MYC(Repression)
10684646	3	SP1->CAV1(Unknown); TFDP1->CAV1(Unknown); TP53->CAV1(Activation)
10684967	2	SP1->NKX2-1(Unknown); SP3->NKX2-1(Unknown)
10688670	3	ATF2->TNF(Activation); JUN->TNF(Activation); SP1->TNF(Activation)
10688915	1	MYC->CDK4(Unknown)
10690529	1	GBX2->IL6(Activation)
